직업코드,직업명,직업분류,NCS능력단위명,NCS능력단위정의,NCS대분류,NCS중분류,NCS소분류,능력단위코드
K000008521,자연과학 연구원,자연과학 연구원 및 시험원,보험계약심사,"환경적 인수위험평가란 피보험자의 환경적 위험을 정확하게 평가하기 위하여 환경적 심사정보 수집, 환경적 심사위험 평가, 환경적 가입조건 결정을 하는 능력이다.",금융·보험,보험,보험영업·계약,0302020203
K000000852,생명과학 시험원,생명과학 연구원 및 시험원,축산식품저장,"도축이란 축산물위생관리법상 가축을 운송, 계류, 도축, 검사, 계량, 냉각,평가과정을 거쳐 저장하는 능력이다.",식품가공,식품가공,식품저장,2101020301
K000000852,생명과학 시험원,생명과학 연구원 및 시험원,축산식품가공,"식육 추출 가공품 제조란 원ㆍ부재료 준비를 한 후 추출, 균질, 여과, 농축, 충전, 살균 과정을 거쳐 검사 및 포장을 하는 능력이다.",식품가공,식품가공,식품가공,2101010309
K000000852,생명과학 시험원,생명과학 연구원 및 시험원,곡류·서류·견과류가공,"호화미분 제조란 식품의 제조·가공에 필요한 소재로 사용하기 위하여 용도별로 원료인 쌀과 부재료의 준비, 조분쇄, 가수, 압출, 분쇄하여 검사, 포장하는 능력이다.",식품가공,식품가공,식품가공,2101010802
K000001140,생명과학 연구원,생명과학 연구원 및 시험원,축산식품가공,"식육 추출 가공품 제조란 원ㆍ부재료 준비를 한 후 추출, 균질, 여과, 농축, 충전, 살균 과정을 거쳐 검사 및 포장을 하는 능력이다.",식품가공,식품가공,식품가공,2101010309
K000001140,생명과학 연구원,생명과학 연구원 및 시험원,스포츠에이전트,선수생활·자산관리 지원이란 선수의 정신적·신체적 컨디션을 관리하고선수의 자산 관리를 도울 수 있는 능력이다.,이용·숙박·여행·오락·스포츠,스포츠,스포츠마케팅,1204040309
K000001140,생명과학 연구원,생명과학 연구원 및 시험원,보험계약심사,"환경적 인수위험평가란 피보험자의 환경적 위험을 정확하게 평가하기 위하여 환경적 심사정보 수집, 환경적 심사위험 평가, 환경적 가입조건 결정을 하는 능력이다.",금융·보험,보험,보험영업·계약,0302020203
K000000900,통신망운영기술자,컴퓨터하드웨어·통신공학 기술자,지능형전력망설비,"xEMS구축이란 소비자와 전력공급자간 양방향 커뮤니케이션 기반의 전력통합관리를 위해 HEMS, BEMS, FEMS를 구축하는 능력이다.",전기·전자,전기,지능형전력망설비,1901040109
K000000900,통신망운영기술자,컴퓨터하드웨어·통신공학 기술자,전기철도설계·감리,"철도 전력설비 설계란 전기철도 운영 및 유지보수에 필요한 전력설비 시설에 요구되는 요소들을 분석하여 전력공급계통, 배전방식 및 공급전압 등을 결정하는 능력이다.",전기·전자,전기,전기철도,1901090105
K000000900,통신망운영기술자,컴퓨터하드웨어·통신공학 기술자,내선공사,피난설비공사란 소방대상물의 화재발생시 피난 및 대피를 위한 유도등설비 및 무선통신보조설비를 시공하는 능력이다.,전기·전자,전기,전기공사,1901070132
K000000936,통신기술개발자 ,컴퓨터하드웨어·통신공학 기술자,해양에너지생산,해양에너지 발전 전력 송배전이란 생산된 전기를 계통에 연계하기 위하여송배전 계통을 설계하고 송배전 시설을 제작하며 설치하는 능력이다.,환경·에너지·안전,에너지·자원,재생에너지,2305050509
K000000936,통신기술개발자 ,컴퓨터하드웨어·통신공학 기술자,전기저장장치개발,"전력변환장치(PCS) 제작은 전기저장장치에서 전력변환장치가 갖추어야 할사양과 기능에 따라 전기회로, 전력변환회로, 기구물, 펌웨어가 결합 된 전력변환장치(PCS) 최종 완제품을 제작하는 능력이다.",전기·전자,전기,전기저장장치,1901120106
K000000936,통신기술개발자 ,컴퓨터하드웨어·통신공학 기술자,자동제어기기제작,이 능력단위는 통합시스템과 외부와의 연결을 위하여 통신 네트워크를 구성하고 통합 프로토콜을 제작하는 능력이다.,전기·전자,전기,전기자동제어,1901080218
K000001042,모바일앱개발자,소프트웨어 개발자,스마트문화앱콘텐츠유통·서비스,"스마트문화앱콘텐츠 소셜 미디어 활용이란 유통·서비스의 비즈니스를 효과적으로 지원하기 위하여 소셜 미디어 활용전략을 수립하고, 소셜 미디어에 등록할 콘텐츠를 제작하여 커뮤니케이션을 실행하고, 그 성과를 측정하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠유통·서비스,0803030906
K000001042,모바일앱개발자,소프트웨어 개발자,스마트문화앱콘텐츠제작,"스마트문화앱 개발환경 구축이란 작성된 문화콘텐츠 기획안을 바탕으로앱 개발 계획을 위한 개발 플랫폼, 앱 개발 방법론을 선정하고 앱 개발 계획을 수립하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020904
K000001042,모바일앱개발자,소프트웨어 개발자,게임콘텐츠유통·서비스,게임 콘텐츠 등록이란 서비스 플랫폼이나 서비스대상 연령별 등급분류 절차를 분석하여 최종적으로 게임을 게임관리 기관에 등록할 수 있도록 하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠유통·서비스,0803030504
K000001172,웹기획자,소프트웨어 개발자,디지털비즈니스지원서비스,"디지털비지니스지원서비스 플랫폼 구성이란 디지털 비지니스 플랫폼을 신속하게 서비스하기 위한 전산장비 서비스, 업무 프로그램 서비스, 특정 프로그램 서비스, 플랫폼 서비스를 구성하는 능력이다.",정보통신,통신기술,통신서비스,2002031803
K000001172,웹기획자,소프트웨어 개발자,이러닝콘텐츠개발,"프로그래밍 통합개발이란 개발된 그래픽요소, 동영상요소, 애니메이션요소를 하나의 콘텐츠로 구현하기 위해 연결하는 능력이다.",교육·자연·사회과학,직업교육,이러닝,0403020217
K000001172,웹기획자,소프트웨어 개발자,애니메이션콘텐츠제작,"스토리보드 제작이란 애니메이션 콘텐츠 제작을 위한 사전 시각화 단계로, 기획된 시나리오와 설정된 디자인을 기반으로 하여 작품의 전반을 연출하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020616
K000001176,응용소프트웨어개발자,소프트웨어 개발자,응용SW엔지니어링,"응용SW 기초 기술 활용이란 응용소프트웨어 개발을 위하여 네트워크, 미들웨어, 데이터베이스의 기초 기술을 적용하는 능력이다.",정보통신,정보기술,정보기술개발,2001020232
K000001176,응용소프트웨어개발자,소프트웨어 개발자,직무분석,직무분석 결과 활용이란 직무분석 기술이 완료된 후 해당 결과를 인사관리에 활용하는 능력이다.,교육·자연·사회과학,직업교육,직업교육,0403010312
K000001176,응용소프트웨어개발자,소프트웨어 개발자,영상정보처리,지능형영상관제 업무 관리란 지능형 영상 관제 업무에 적용되는 관계법령을 바탕으로 영상관제 업무에 대한 정보를 관리하고 이해관계자 교육을 수행하는 능력이다.,정보통신,정보기술,정보보호,2001060510
K000007452,가상현실전문가,소프트웨어 개발자,이러닝시스템개발,"학습 시스템 아키텍처 설계란 학습 시스템 구현을 위해 시스템의 개발에필요한 시스템 소프트웨어 아키텍처, 인프라 아키텍처를 설계하는 능력이다.",교육·자연·사회과학,직업교육,이러닝,0403020114
K000007452,가상현실전문가,소프트웨어 개발자,VR콘텐츠디자인,가상현실 환경분석이란 현실세계와 가상현실의 차이점을 인지하여 실감미디어 디바이스에 맞는 기술 및 사용성을 분석하는 능력이다.,문화·예술·디자인·방송,디자인,디자인,0802011201
K000007452,가상현실전문가,소프트웨어 개발자,이러닝시스템개발,"학습 시스템 단위프로그램 개발이란 학습 시스템의 설계 내용에 따라 단위프로그램 코딩, 단위기능 평가를 포함한 시스템을 개발하는 능력이다.",교육·자연·사회과학,직업교육,이러닝,0403020116
K000007580,게임프로그래머,소프트웨어 개발자,전자제품설치·정비,"전자제품 설치 지원환경구축이란 고객에게 제공되는 서비스 수준을 높이기 위하여 서비스망을 구축하고, 서비스 제공에 필요한 매뉴얼 작성 및 고객 데이터베이스를 구축하는 능력이다",전기·전자,전자기기일반,전자제품고객지원,1902030114
K000007580,게임프로그래머,소프트웨어 개발자,이러닝시스템개발,"학습 시스템 아키텍처 설계란 학습 시스템 구현을 위해 시스템의 개발에필요한 시스템 소프트웨어 아키텍처, 인프라 아키텍처를 설계하는 능력이다.",교육·자연·사회과학,직업교육,이러닝,0403020114
K000007580,게임프로그래머,소프트웨어 개발자,이러닝시스템개발,"학습 시스템 단위프로그램 개발이란 학습 시스템의 설계 내용에 따라 단위프로그램 코딩, 단위기능 평가를 포함한 시스템을 개발하는 능력이다.",교육·자연·사회과학,직업교육,이러닝,0403020116
K000000832,정보 보안 전문가,네트워크 시스템 개발자 및 정보보안 전문가,부동산·동산감정평가,토지 현장조사란 감정평가를 수행하기 위하여 현장에서 토지의 물적동일성을  검토하고 평가를 위한 부대자료 수집과 가격조사활동을 수행하는능력이다.,영업판매,부동산,감정평가,1002040111
K000000832,정보 보안 전문가,네트워크 시스템 개발자 및 정보보안 전문가,광물자원개발·생산,노천채광이란 광상조사를 통해 지표부근에 부존이 확인된 광체를 대상으로 표토를 제거하여 지표면에 채광작업장을 조성하여 광석을 채굴하는 능력이다.,환경·에너지·안전,에너지·자원,광물·석유자원개발·생산,2305020103
